,text,label
20,24 പ്രതേകം ശ്രെദ്ധിക്കണം കെവിനേ പോലുള്ളവരെ ചർച്ചക്ക് വിളിക്കും പോൾ കെവിൻ പറയുന്നത് എന്താണ് എന്ന് അദ്ദേഹത്തിന് പോലും അറിയില്ല കണ്ടിരിക്കുന്നവർക്കും കെവിൻ പറയുന്ന ഒരു പിണ്ണാക്കും മനസിലാക്കുന്നില്ല ,Non_hope_speech
21,ഈ ലോകത്ത് എല്ലാവർക്കും ഫ്രീഡം ഉണ്ട് ,Non_hope_speech
22,nourin sk yantukond ,Non_hope_speech
23,ഗേ ആയാൽ എങ്ങനെ തിരിച്ചറിയും ,Non_hope_speech
24,ഒരു പാട് ആളുകൾക്ക് ഉണ്ടായ അനുഭവം ആണ് നികേഷ് പറഞ്ഞത് അനുഭവം ഉള്ളവർ പറയാൻ മടിക്കുന്നു ,Hope_speech
25,കെവിൻ മോനെ എണീറ്റു പോടാ ഊളെഅൽപബുദ്ധിക്കാരാ ,Non_hope_speech
26,tik tok pubg ,not-malayalam
27,lgbtqia nഇത് കൂടാതെ ഇനിയുമുണ്ട് sexual orientation ,Non_hope_speech
28,പറഞ്ഞതിൽ പലതും ശുദ്ധ മണ്ടത്തരങ്ങൾ ആണ് ,Non_hope_speech
29,നികേഷ് എന്നാ പൊളിയാ ,Hope_speech
30,onnu kalajittu poda ,Non_hope_speech
31,allah ne tuna ,Non_hope_speech
32,നൂറുശതമാനവും ഇറക്കുമതിയിലെ ആശ്രയിക്കുന്ന വൻ വികസിത രാജ്യങ്ങളും കൂടി ഉണ്ട് ഉദാഹരണം ദുബായ് സ്വിറ്റ്സർലാൻഡ് അറബ് രാഷ്ട്രങ്ങൾ എന്നാൽ ഇറക്കുമതിയിൽ ഇല്ലാഞ്ഞിട്ടും ദരിദ്ര രാഷ്ട്രങ്ങൾ ഉണ്ട് ഉദാഹരണം ഇറക്കുമതി പറഞ്ഞ ആഫ്രിക്കൻ രാജ്യങ്ങൾ ഇവയെ കുറിച്ച് ഒരു വീഡിയോ ചെയ്താൽ നന്നായിരിക്കും അതായത് ഇറക്കുമതിയും കയറ്റുമതിയും ഇറക്കുമതിയും ,Non_hope_speech
33,ആരാന്റെ ബെഡ് റൂമിൽ ഒളിഞ്ഞു നോക്കി കമന്റ് ഇടാൻ നാണക്കേട് തോന്നുന്നില്ലേ ഊള കാക്കാ ,Non_hope_speech
34,xsebder nan deleted ,Non_hope_speech
35,chettante number thaaro ,Non_hope_speech
36,ഞാൻ എല്ലാ പച്ചക്കറികളും സോപ്പ് ഇട്ട് കഴുകി ആണ് ഫ്രിഡ്ജ് ലോക്കെ വെക്കുന്നത് പാക്കറ്റ് സാധനങ്ങൾ മുൻകൂട്ടി വാങ്ങി വെച്ച് അഞ്ചോ ആറോ ദിവസം കഴിഞ്ഞ് ഉപയോഗിക്കുന്നു ,Non_hope_speech
37,kmw rider vegetables groceries okke kondu vannu udane use cheytirunno ,Non_hope_speech
38,kurach vyras sarirathil kayariyal adutha divasam peruki kuduthalavile ,Non_hope_speech
39,ee kottitta aalu enthuva parayunne ,Non_hope_speech
40,megha benjamin sexuality ബുദ്ധിയുള്ളവർക്കും ഇല്ലാത്തവർക്കും ഉള്ള കാര്യമാണ് ,Non_hope_speech
41,bro pubg ban ആകുമോ ,Non_hope_speech
42,saranya bhaskar madam dr aano ,Non_hope_speech
43,akhil dev ഗേ ആണോ ,Non_hope_speech
44,supreme cort cheyda niyamam thenditharamai nan kanunnad karanam ee low kond vannal hiv kooduthal kanduvarum pashchathya rashtrathil hiv ee karanam kond dhayad usa ee low kond 30 lak olam alkar hiv k pidivattitund pinne oro varshavum 3lak students abortion cheyyapedunnund ennan kanak adkond ee chadi india karod vendilllairunnu supreme cort evde 18 age lady kum 21 age aya boysinum kalyanam enna option undallo pinnend kondan eemadiriyulla chetta low gal ,Non_hope_speech
45,sabareesh bs mandatharam onum eganay vilichu parayalay bro ,Non_hope_speech
46,ipozhum ite angeekarikan kazhiyata alukal undallo keralatil itano champoornna sacharata ,Hope_speech
47,സത്യം ആണോ മുഖാമുഖം ,Non_hope_speech
48,enna ninte vaapa tippu sultanod poy ondaklan para kalla jihadi sudappo ,Non_hope_speech
49,palunni valare valare valuthayi yithu yentha ,Non_hope_speech
50,ak wizard aksp ennal padam kayathumbo nalla time pidikum ,Non_hope_speech
51,ധൈര്യമായി മുന്നോട്ട് പോകൂ നിങ്ങളെപോലുള്ളവരെ സപ്പോർട്ട് ചെയ്യാൻ വിദ്യാഭ്യാസം ഉള്ള സമൂഹം മുന്നോട്ട് വരും ,Hope_speech
52,സമൂഹത്തിന്റെ അവഗണനയും പരിഹാസവും സഹിച്ച് ജീവിക്കുന്ന ഒരു കൂട്ടം മനുഷ്യർ ശരിയായ വിദ്യാഭ്യാസമോ ആരോഗ്യ സംരക്ഷണമോ ,Hope_speech
53,tik tok nu pakaram roposo upayogikku indian app ,Non_hope_speech
54,minish k john k john athenthaada thayoli hindu ittaa sanghi aakuopatti naayinte mone nee parayunne appo ninte matham maathram madhiyo ivdeatho ninte matham maathram aano sheri erappa achaaayaaaa john kunneee ,Non_hope_speech
55,hi jishsa ,not-malayalam
56,ashida chechi like njngade clgil vannittnd chechi samsaram kett kondirikkan nalla rasan ,Non_hope_speech
57,muhammed ah book nte onn parayavoenikonn vayikanam ,Non_hope_speech
58,നിങ്ങളോട് ആണിനെ കെട്ടണം എന്ന് ആരോ നിർബന്ധിച്ചു എന്ന മട്ടിലാണ് നിങ്ങളുടെ കമന്റ്nnഇഷ്ടമുള്ളവർ തമ്മിൽ വിവാഹം ചെയ്യാൻ സ്വാതന്ത്ര്യം ഉണ്ടാകണം എന്നാണ് നികേഷ് പറഞ്ഞത്nnഅല്ലാതെ ഇനി മുതൽ എല്ലാ ആണും ആണിനേയും എല്ലാ പെണ്ണും പെണ്ണിനേയും കെട്ടണം എന്നല്ലnnവെറും ലൈംഗികതയ്ക്കാണ് ഇവർ കെട്ടുന്നത് എന്നത്കൊണ്ട് നിങ്ങളെന്താ ഉദ്ദേശിക്കുന്നത്nnവെറും ലൈംഗികതയ്ക്ക് വേണ്ടി തന്നെ ആണോ പെണ്ണോ ട്രാൻസ് വ്യക്തിയോ ഒക്കെ കെട്ടി എന്ന് തന്നെയിരിക്കട്ടെ ,Hope_speech
59,jeevitham avasanikkunnathuvare randuperum santhoshamay kazhiyatte ennu athmardhamayittu agrahikkunnu ,Non_hope_speech
60,chilar angana tune cheyyan nokkum nalla theri paranju oodichal mathi ,Non_hope_speech
61,ആർക്കും ഈ അവസ്ഥ വരാതെ ഇരിക്കട്ടെ പച്ച പാവങ്ങൾ ,Non_hope_speech
62,മോഹനൻ വൈദ്യൻ ഇവിടെ വന്നപ്പോൾ അമേരിക്കയിൽ പോകാൻ ഒരു കോട്ട് തച്ചു എന്ന് പറഞ്ഞായിരുന്നു ആരേലും ചോദിച്ചാൽ ആ കോട്ട് ഒരു പൊട്ടന് കൊടുത്തുന്നു പറഞ്ഞേക്കു പൊട്ടനെ കാണാൻ ഈ എപ്പിസോഡ് കണ്ടാൽ മതി ,Non_hope_speech
63,സർ എത്ര മിനിട്ട് വരെ വയറസ് പുറത്ത് ജീവിക്കും ,Non_hope_speech
64,avatharika enthanavo ,Non_hope_speech
65,megha benjamin നിങ്ങളെ പോലുള്ളവർ നാളെ ഇതുപോലെ ആകാതിരിക്കാൻ ,Non_hope_speech
66,agana orikkallum koduvarann pattillla ath 2parkkum orupolla thonnannam ,Hope_speech
67,ഞാനും ഒരു homosexual ആണ് എനിക്ക് ഒരിക്കലും അതിൽ regreat തോന്നിയിട്ടില്ല ,Hope_speech
68,mubashir jr ഏതു മതത്തിലെ ദൈവമായാലും എല്ലാം കണക്കാ religion poison ,Non_hope_speech
69,kozhikkottukar arokkey ind ivdey ,Non_hope_speech
70,sunil george ente opinion sharikkum vayikku teachare ivarkku ennalla aarkkum avaravarudethaya swathanthryathil ivide jeevikkaam ivarkku kuttikale venam edukkanam ennokke paranjaal aa kuttiyum ivare pole aayi athu pinne oru sambradayamayi maranamennano thankal parayunne ,Non_hope_speech
71,ee kottitta myran eatharolling floor laughing ,Non_hope_speech
72,akku ikku alla ninnaya uddeshiche ,Non_hope_speech
73,പോലീസുകാരൊക്കെ വെറും മാടമ്പി സ്വഭാവക്കാരാണ് ,Non_hope_speech
74,dini midhun നിനക്കെന്താ ഇത്ര ചൊറിച്ചിൽ നിന്റെ ലൈൻ ആണോ ,Non_hope_speech
75,സമൂഹത്തിന്റെ അവഗണനയും പരിഹാസവും സഹിച്ച് ജീവിക്കുന്ന ഒരു കൂട്ടം മനുഷ്യർ ശരിയായ വിദ്യാഭ്യാസമോ ആരോഗ്യ സംരക്ഷണമോ ,Hope_speech
76,jinesh vp കൊള്ളാലോ കളി ഡീറ്റെയിൽസ് തന്നാൽ നീ എന്നെ ഒലത്തുമോ ഇത് നല്ല രസമുണ്ടല്ലോ പറമ്പത്ത് കുട്ടിയും കോലും കളിക്കുന്ന പിള്ളേരോട് പറ ,Non_hope_speech
77,ഒരു ചുക്കും ചെയ്യില്ല ഇന്ത്യ വെറുതെ ഓലപ്പടക്കം പൊട്ടിക്കുക നമ്മുടെ 20 ആളെ അവർ കൊന്ന് ഇനി 200 ആളെ നമ്മൾ കൊള്ളുക എന്നിട്ടുമതി തള്ള് ,Non_hope_speech
78,കെവിൻ എന്ന് പറയുന്ന ഈ ഊള ഏതാണ് ,Non_hope_speech
79,കൊറോണ വിചാരികുന്നതും ഇതാണ് എങ്ങനെ മനുഷ്യനെ ഇല്ലാതാക്കാം ,Non_hope_speech
80,mhd vty thangalkk avshyamulla cmnt itta pore verthe pallinte edel kuthi manappikano ,Non_hope_speech
81,അയ്യോടാഎന്ത് പാവമാണ് ഇവർ രണ്ടു പേരുംനികേഷ് സംസാരിക്കുമ്പോൾ സോനു നോക്കുന്നത് കണ്ടാൽ അറിയാം അവർ തമ്മിലുള്ള സ്നേഹംഒരു പെൺകുട്ടിയെ വിവാഹം കഴിക്കാൻ വീട്ടുകാർ നിർബന്ധിച്ചിട്ടും ഒരു പങ്കാളി ചതിച്ചിട്ടും സ്വയം മനസ്സിലാക്കി അതിനെ എതിർത്ത നികേഷിനോട് ബഹുമാനം തോന്നുന്നു nനിങ്ങൾ നന്നായി ജീവിക്കു‍‍ ,Hope_speech
82,nihal kp കേരളത്തിൽ ഐസിസിലേക്ക് തീവ്രവാദറിക്രൂട്മെന്റ് നടക്കുന്നു എന്ന പച്ചയായ പരമാർത്ഥം എങ്ങനെ ആണ് വർഗീയം ആവുന്നത്മുഖാമുഖം മോൻ അതിനെ ഓണസദ്യയും ,Non_hope_speech
83,gymnastics aloud നിൻ്റെ അച്ചനും അമ്മക്കും വിദ്യാഭ്യസം ഉള്ളതു കൊണ്ടാണു നീ ഉണ്ടായത് ചക്കെ ,Non_hope_speech
84,happy wedding anniversary suryamma eniyum kure kalam 2 aalum deergausayirikatte daivam anugrahikatte 2 aalem ningalde community kum society kum ningal 2 alum oru mathraka ayi maratte ,Hope_speech
85,v p roy oh fellow christianity il jaathi ചിന്തയെ കുറിച്ച് പറയുമ്പോൾ ഇസ്ലാമിന്റെ പെണ്ണ് kettu പറഞ്ഞു divert ചെയ്യല്ലേ ,Non_hope_speech
86,ഞാൻ ഒരുപാട് തവണ സ്പെന്റ്‌ ചെയ്യുന്നത് helo ആണ്‌ അത് ban ആയി അതിന് പകരം യൂസ് ആക്കാൻ പറ്റുന്ന നല്ല app പറഞ്ഞു തരാമോ ,Non_hope_speech
87,manu manu സുഹൃത്തേ അതാണ്‌ ഞാന്‍ പറഞ്ഞതും ,Non_hope_speech
88,randalum life powlik ,Hope_speech
89,surya good കഴിഞ്ഞ കാലം ഓർക്കുന്നതാണ് ഏറ്റവും വലിയ കാര്യം god bless ,Hope_speech
90,പ്രകൃതി എന്താണ് സഹോnnഎന്താണ് ഇതിൽ പ്രകൃതി വിരുദ്ധം ആയിട്ടുള്ളത് ,Non_hope_speech
91,നിങ്ങളുടെ മതം കാരണം ,Non_hope_speech
92,anchorer kollam ,Non_hope_speech
93,india ,not-malayalam
94,kall vangallleee ,Non_hope_speech
95,സർ ഞാനുമായി സമ്പർക്കം പുലർത്തിയ എന്റെ സുഹൃത് ഇപ്പോൾ covid പോസിറ്റീവ് ആണ് nഞാനിനി എന്തൊക്ക കാര്യങ്ങൾ ചെയ്യണം ,Non_hope_speech
96,suhail pa nnrc caa ivide nadappakki varunnund athukondaanu kore bangladeshi pattikal okke pooyathu india ye verukkunna kore peerakal shaheen bagum mattum konduvannu pidichu annakkilozhichukoduthu chunakuttikal nneda mwone pakisthanil poyittu jihadikale theerathavarkku valinju keri vanna vaanangale eduthu kalayuka ennathu valiya kaaryamonnumallla india bharikkunnath rss aanu india njangade thanthayude vakathanne ,Non_hope_speech
97,sir പാലുണ്ണി എങ്ങനെയാ natural ആയി ഒഴുവക്കാം ,Non_hope_speech
98,സർ വിലപ്പെട്ട അറിവുകൾnഞാൻ ഇപ്പോ ക്വാറന്റനിലാണ് വിദേശത്ത് നിന്ന് വന്നിട്ട് 20 ദിവസം കഴിഞ്ഞു ആദ്യം 7 ദിവസം സർക്കാർ ക്വാറന്റെൻ അത് കഴിഞ്ഞ് എന്റെ വീട്ടിലെ ഭാര്യ മക്കളെ അവരുടെ വീട്ടിൽ പറഞ്ഞയച്ച് ഞാൻ ഒറ്റക്ക് വീട്ടിലാണ് 14 ദിവസം കഴിഞ്ഞ് ഹെൽത്ത് പറഞ്ഞു ഇനിയും 14 ദിവസം വീട്ടിൽ തന്നെ ഇരിക്കണമെന്നും നിക്കൾക്ക് ഭാര്യയെ വിളിക്കാമെന്നും 10 വയസ്സിന്ന് താഴെയുള്ള മക്കളായത് കൊണ്ട് അവരെ വിളിക്കരുതെന്നും ഞാൻ ആകെ 28 ദിവസമാകാൻ കാത്തിരിക്കയാണ്nസാറിന്റെ മുമ്പേ ത്തെ ഒരു വീഡിയോയിൽ ഞാൻ കേട്ടു ഒരാൾ രോഗിയാണെങ്കിലും 14 ദിവസം കഴിഞ്ഞാൽ മറ്റൊരാളിലേക്ക് പകർത്താനുള്ള കഴിവില്ലെന്ന് nഅപോൾ 28 ദിവസം എന്തിനാണ് ആവശ്യം ,Non_hope_speech
99,nengal paranhath shariyaaanenn aaadhyam gayne kurich vjarikkumbo thonniyirunnu avar janmanaaa anganeyaaanath nokkumbo avar paaavangalalleellavarum god creationsaaan ,Hope_speech
100,mashallah great msg big salute tx drsir ,not-malayalam
101,കുറേ പട്ടാളക്കാർ കഷ്ടപ്പെടുന്നു ഞാനടക്കമുള്ള കുറേ പേർ രാജ്യസ്നേഹം പറഞ്ഞിട്ടും ചൈനയുടെ ഉൽപ്പന്നങ്ങളും ആപ്പുകളും daily use ചെയ്യുന്നു അവയൊക്കെ ബഹിഷ്കരിക്കാൻ കഴിവതും ശ്രമിക്കും ,Non_hope_speech
102,apo boyne ningl nth ayi anu kanunne boy ayi oru vikarom kanille ,Non_hope_speech
103,remove china app ഞാൻ ആദ്യം ഇൻസ്റ്റാൾ ചെയ്തിരുന്നു ഇത് വെച് chinese app പെട്ടന്ന് കണ്ടു പിടിക്കാൻ പറ്റി nboycott china ,Non_hope_speech
104,illagilum nallathe parayunnavare aarkkum kandukooda avideyum undakum drohikal ,Non_hope_speech
105,ഒരു മലയാളി പോയി കുണ്ണയെട്ത്ത് ആട്ട് മയ്രേ ,Non_hope_speech
106,nthoke paranjallum namma single pasang thenensingles like adi makkalen ,Non_hope_speech
107,ഈ സന്തോഷം എന്നും ഉണ്ടാവട്ടെ സഹോദരി ,Hope_speech
108,hemlin emany എങ്കിൽ ഞാൻ ടിവി തല്ലി പൊട്ടിക്കും ,Non_hope_speech
109,asaru vlog education bitch ,not-malayalam
110,woods ,not-malayalam
111,sreekesh mohanan മതം ഇല്ലാത്ത ussr ,Non_hope_speech
112,bharat matha ki jai ,Non_hope_speech
113,india populated allenno ithaanee mandan 133 billion aayi ini engotta pokande nammude 3 time size ulla china vare 140 billion aanu ,Non_hope_speech
114,സുഖമായി 78 മണിക്കൂർ ഉറക്കം continue ആയിട്ട് ഉറങ്ങണം എന്നുണ്ടോ dr ,Non_hope_speech
115,മെസെന്ജറിൽ കുണ്ടന്മാരുടെ മെസേജ് വരുന്നവർ ഉണ്ടെങ്കിൽ ചറപറാ അടിമക്കളെ ലൈക് ചിരിക്കുന്ന നിലയിൽ ഉരുളുന്നു ,Non_hope_speech
116,ithokay enginay angeekariykan pattum ,Non_hope_speech
117,ഒരു മലയാളി താനേതാടാnരാഷ്ട്രീയം വീട്ടീന്നാ പറയണ്ടേ ,Non_hope_speech
118,jai pubg eniyilla jai bharat matha ,Non_hope_speech
119,video ,not-malayalam
120,athinu pubg chinees app alla korean app aanuchinees company aaya tencentinu 10 share und athaa ellarum chinees aanenn parayunnath nnnammal pubg kalichal kuyappamonnum illa pubg kalikkunnavar cash koduth enthenkilum vaangiyaal athinte 10 chinees company kk pokum ,Non_hope_speech
121,broo negal e parayunna app okke indian aano ,Non_hope_speech
122,സർ നന്ദിnഒരാൾ ചുമക്കുമ്പോൾ 200 മില്യൻ എന്ന് പറഞ്ഞു അപ്പോൾ ഈ വൈറസ് എത്ര സമയം അന്തരീക്ഷത്തിൽ നിലനിൽക്കുംnഅങ്ങനെ നില നിന്നാൽ കോവിഡ് ഉള്ള ഒരു വീടിന്റെ പരിസരത്തുള്ള ആൾക്കാർക്ക് രോഗം വരാനുള്ള സാധ്യത ഇല്ലേ ,Non_hope_speech
123,കെവിൻ thaagalude എഡ്യൂക്കേഷൻ ക്വാളിഫിക്കേഷൻ എന്താണ് നിങ്ങൾ എന്താണ് പറയുന്നത് ഒന്നും manasilakkunila വെരി ബാഡ് നാവുകreteted മുഖാമുഖം നാവുകreteted മുഖാമുഖം nigalude ബോഡി ലാംഗ്വേജ് ഇൽ മനസിലാകുന്നുണ്ട് നിങ്ങൾക് ഇതിനെ കുറിച് വ്യക്തമായ arivila കോൺഫിഡൻസ് ഇല്ല നല്ല ഇന്റർവ്യൂ ടെ വളരെ മോശമായ ഭാഗം ആണ് കെവിൻ ടെ ഭാഗം ,Non_hope_speech
124,home sweets kazhikkan pattumo ,Non_hope_speech
125,എന്താണ് ഗേ എന്നതിനെപ്പറ്റിയും സ്വവർഗാനുരാഗം എന്നതിനെപ്പറ്റിയും കുറേ കാര്യങ്ങൾ വായിച്ചു മനസിലാക്കുക ,Hope_speech
126,v 4 media ഭയങ്കര തമാശ ഞാൻ ചിരിച്ചു ചത്തു ,Non_hope_speech
127,എന്റെ കുടുംബത്തിൽ എത്രയോ കല്യാണങ്ങളും പ്രണയങ്ങളും നടക്കുന്നു അതിൽ കുറെയെണ്ണം homosexual ആയാൽ എനിക്കെന്താ എനിക്കെന്നല്ല ,Hope_speech
128,കെവിന്റ വാ അടപ്പിച്ചു കളഞ്ഞു ,Non_hope_speech
129,chetta pubg yaa ,Non_hope_speech
130,kevin mandanumalla pulli parayunna oro karyavum correct anypakshe athu paranju pidipikkan pullku aryillakevin paranju ethiyalum arun athu valichu pocketip ittu kodukunnuathu pullide vakchaduriyam ,Non_hope_speech
131,ആ ഹോസ്റ്റലിന്റെ നെയിം മാത്രം കമന്റ്‌ ബോക്സിൽ നോക്കാൻ വന്നവർ ഉണ്ടെങ്കിൽ ഇവിടെ ലൈക്‌ അടി ,Non_hope_speech
132,chetta njn chettante oru big fan anu ella videos um kanarundu ,Hope_speech
133,hai sooryammaaa ammayude vakkukal enne orupadu sagada peduthi engilum saghadathekkal adhikam santhoshavum enikkundayioppam thanne abhimanavumkaranam prathisanthikale marikadannu ithuvare ethiyille iniyum othiri othiri uyaraghalilekku ethan daivam nighale sahayikkatte god bless sooryammaaa ishaniikkkaaa ,Hope_speech
134,rss തീവ്രവാദികൾ നേരത്തെ പദ്ധതി ഇട്ട പ്രകാരം ചൈനയുമായി ചേർന്ന് നടത്തുന്ന ഒരു നാടകമാണിത് ബലിയാടാവുന്നത് പാവം ഇന്ത്യൻ സൈനികരും ,Non_hope_speech
135,kottitta pottan bababa adikkaanallo nonnum parayaaan kittunnillanparayunnathonnum nyaayavum illa ,Non_hope_speech
136,സൂര്യാമാ നോമ്പ് പിടിക്കാറുണ്ടോ ,Non_hope_speech
137,ethu motham kalagal pinnna phone enthinnna ,Non_hope_speech
138,hpy wding anvsry surya ishan ikkayude matham seekarichoode ,Hope_speech
139,joe mtj ningade kudumbathil ninnu ethenkilum aal marichenkil ningal engane parayuka illayirunnu ,Non_hope_speech
140,sad story mikyavardeyum vicharam gay ,Non_hope_speech
141,nitya nidha നീയൊക്കെ കണ്ടത് എന്താ മതത്തിന്റെ പേരിൽ കുത്തുപാള എടുക്കുന്നവർ ഇപ്പോഴും ഉണ്ട് ,Non_hope_speech
142,salman faris mwonuse eth ninak manassilaakilla kaaranam neeyathalla ennum paranj ente thoolath keeraan varall ,Non_hope_speech
143,china ayit muttan patilla bro ,Non_hope_speech
144,kalli balli thulayatte ,Non_hope_speech
145,പഠിക്കണം പഠിക്കണം എന്തു പഠിക്കണം nnആ അതെനിക്കറിയില്ല ,Non_hope_speech
146,matamiladhahu mattadhinu matram annu ,Non_hope_speech
147,karayandapottu ellam sheriyavum ,Hope_speech
148,arun sir kidukki ,Hope_speech
149,കമ്മി ആണല്ലേ ,Non_hope_speech
150,evara polullavariku kuttykala adoppet cheyanula neyamam undakata athukond oro arorum ellatha kungukalda life kudee raksha pedum ,Hope_speech
151,ദേ പഞ്ചായത്തിലെ ഒരേയൊരു ബുദ്ധിമാൻ വന്നിരിക്കുന്നു ,Non_hope_speech
152,tik tok ban cheyyumm hand hand ,Non_hope_speech
153,ജോസഫ് പുത്തൻപുരയിൽ അച്ചൻ ഉണ്ടായിരുന്നു വെങ്കിൽ അവതാരകനും സംഘവും വെള്ളം കുടിച്ചേനെ ,Non_hope_speech
154,കേരളത്തിൻറ ഒരു പോക്കേ ,Non_hope_speech
155,sujith suji മോട്ടോ ലെനോവോ യുടെ കയ്യിലാണ് സഹോ ,Non_hope_speech
156,avar set aaann ,Non_hope_speech
157,jasim abudulla mttc kainj teacher avan povunnu ,Non_hope_speech
158,ponno kidu roast cheyyunnath keettittum kandittum ond pakshe eth myaarakamthank ,Non_hope_speech
159,ഇതിൽ അടിച്ചവർ എന്താണ് ഉദ്ദേശിക്കുന്നത് ,Non_hope_speech
160,ഈ xender നു പകരം app use ചെയ്യാൻ നമുക്ക് ഇന്ത്യ ക്കാർക്ക് വികസിപ്പിക്കാൻ കഴിയില്ലേ ,Non_hope_speech
161,പാത്തു ജനിച്ചു പോയതല്ല അവരെ ബാല്യത്തിലെ അവരുടെ കുടുംബങ്ങളിൽ നിന്നും മറ്റുള്ളവരിൽ നിന്നും വിദ്യക്ക് പകരം ലൈംഗിക ചൂഷണം പോലുള്ളവ നേരിട്ടാൽ കുഞ്ഞുങ്ങൾ ഇങ്ങനെ ആകും അതിൽ തെറ്റുപറയാൻ pattilla ,Non_hope_speech
162,pubgnsay yes pes ,Non_hope_speech
163,sarath s മറ്റേ ചേച്ചി ഉഫ് ,Non_hope_speech
164,vyas deepഅത് തന്നെയാണ് ഞാനും പരന്ജത ,Non_hope_speech
165,r trollz എന്നെ സബ് ചെയ്ത തിരിച്ചും ചെയാം ,Non_hope_speech
166,swantham peril vannit theri vilikkaada thaliii ,Non_hope_speech
167,എന്റ കൈയിൽ ഇവ ഒന്നും ഇല്ല ,Non_hope_speech
168,masakkali നീ മൊഞ്ചുള്ള ചെക്കന്മാരെ കണ്ടിട്ടില്ലേ നിനക്ക് കാഴ്ച കുറവുണ്ടോ ,Non_hope_speech
169,റഹീമിന് എന്തൊരു ഗാംഭീര്യമാണ് നല്ല ശബ്ദം ,Non_hope_speech
170,mi phone upayoogikkunna njannmi store uninstall chayyaanee ,Non_hope_speech
